index,name,type1,type2,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation,Smogon_VGC_Usage_2022,Smogon_VGC_Usage_2023,Smogon_VGC_Usage_2024,Worlds_VGC_Usage_2022,Worlds_VGC_Usage_2023,Worlds_VGC_Usage_2024
378,regice,ice,No_type,clear-body,N/A,ice-body,80,50,100,100,200,50,580,True,False,generation-iii,0.0,   ,0.14491,NoUsage,-,NoUsage
379,registeel,steel   ,No_type,clear-body,  NONE ,light-metal,80,75,150,75,150,50,580,True,False,generation-iii,0.18498,NoUsage,0.92964,0.08,NoUsage,N/A
380,latias,dragon,psychic,levitate   ,  NULL ,None ,80,80,90,110,130,110,600,True,False,generation-iii,0.0604,NoUsage,2.41745,NULL,NULL,NoUsage
380,latias-mega,  DRAGON ,psychic,levitate   ,N/A,None ,80,100,120,140,150,110,700,True,False,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
381,latios   ,dragon,  PSYCHIC ,levitate,no_ability   ,None ,80,90,80,130,110,110,600,True,False,generation-iii,0.07504,no usage,0.54428,NoUsage,NULL,no usage
381,latios-mega,dragon,psychic,levitate,      ,None ,80,130,100,160,120,110,700,True,False,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,-,none
382,kyogre,water,No_type,drizzle,n/a   ,None ,100,100,90,150,140,90,670,True,False,generation -   iii,49.39676,NO,9.08174,36.87,NoUsage,NoUsage
382,  KYOGRE-PRIMAL ,water,No_type,primordial-sea,NULL,  NONE  ,100,150,90,180,160,90,770,True,False,generation-iii,NoUsage,   ,NoUsage,   ,NoUsage,none
383,groudon,ground,No_type,drought,sem_habilidade,None ,100,150,140,100,90,90,670,True,False,generation-iii,15.20876,N/A,8.31136,26.67,zero,NoUsage
383,groudon-primal   ,ground,fire,desolate-land,sem_habilidade,None ,100,180,160,150,90,90,770,True,False,generation-iii,NoUsage,NULL,NULL,zero,NoUsage,NoUsage
384,rayquaza,dragon,flying   ,  AIR-LOCK ,None,None ,105,150,90,150,90,95,680,True,False,generation-iii,2.20909,NoUsage,1.54044,0.89,NoUsage,NoUsage
384,rayquaza-mega   ,  DRAGON ,flying,  DELTA-STREAM ,no-ability,none    ,105,180,100,180,100,115,780,True,False,generation-iii,NoUsage,NoUsage,no usage,NoUsage,   ,N/A
385,  JIRACHI ,steel,psychic,serene-grace,   ,None ,100,100,100,100,100,100,600,False,True,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,N/A
386,deoxys-normal,psychic,No_type,pressure,no_ability   ,None ,50,150,50,150,50,150,600,False,True,GERAÇAO-III,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,-
386,deoxys-attack,psychic,No_type,pressure,no-ability,None ,50,180,20,180,20,150,600,False,True,generation-iii,NoUsage,NULL,NoUsage,N/A,-,N/A
386,deoxys-defense   ,  PSYCHIC ,  NO_TYPE ,  PRESSURE ,no-ability,None ,50,70,160,70,160,90,600,False,True,generation -   iii,   ,NoUsage,zero,NoUsage,NoUsage,NoUsage
386,deoxys-speed,  PSYCHIC ,No_type,pressure,N/A,None ,50,95,90,95,90,180,600,False,True,generation-iii,NoUsage,NoUsage,-,NoUsage,NoUsage,NoUsage
387,turtwig,grass,No_type,overgrow   ,none   ,shell-armor,55,68,64,45,55,31,318,False,False,generation-iv,NoUsage,NULL,0.0,NoUsage,N/A,NULL
388,grotle,grass,No_type,overgrow,sem_habilidade,shell-armor,75,89,85,55,65,36,405,False,False,generation-iv,none,0.00139,NO,NoUsage,NoUsage,NO
389,torterra,grass,ground,overgrow,No_ability,shell-armor,95,109,105,75,85,56,525,False,False,generation-iv,none,0.28781,0.02606,NoUsage,0.3,NoUsage
390,chimchar,fire,No_type,blaze   ,None,  IRON-FIST ,44,58,44,58,44,61,309,False,False,generation-iv,NoUsage,NO,NoUsage,no usage,NoUsage,NoUsage
391,monferno,fire,fighting,  BLAZE ,none,iron-fist,64,78,52,78,52,81,405,False,False,generation-iv,NoUsage,N/A,0.0,NoUsage,zero,NoUsage
392,infernape,fire,fighting,blaze,None,iron-fist,76,104,71,104,71,108,534,False,False,generation-iv,NoUsage,0.16735,0.01982,NoUsage,NoUsage,NoUsage
393,  PIPLUP ,water,No_type,torrent,   ,competitive   ,53,51,53,61,56,40,314,False,False,GERAÇAO-IV,NoUsage,5e-05,0.0,NoUsage,NoUsage,no usage
394,prinplup,water,  NO_TYPE ,torrent,none,competitive,64,66,68,81,76,50,405,False,False,generation-iv,NoUsage,1e-05,0.0,-,NoUsage,-
395,empoleon,water,steel,torrent,sem_habilidade   ,competitive   ,84,86,88,111,101,60,530,False,False,generation-iv,NoUsage,2.74108,0.21891,NoUsage,0.39,NoUsage
396,starly,normal,flying,keen-eye,No_ability,reckless,40,55,30,30,30,60,245,False,False,GEN_iv,NoUsage,0.0,0.0,-,NoUsage,NoUsage
397,staravia,normal,flying,intimidate,sem_habilidade   ,reckless,55,75,50,40,40,80,340,False,False,generation-iv,NoUsage,   ,0.0,NoUsage,NoUsage,NoUsage
398,staraptor,normal,flying,intimidate,No_ability,reckless,85,120,70,50,60,100,485,False,False,generation-iv,NULL,0.08793,0.06327,NoUsage,0.22,0.04
399,bidoof,normal   ,No_type,simple,unaware,moody,59,45,40,35,40,31,250,False,False,GEN_iv,NoUsage,NoUsage,NULL,NoUsage,NoUsage,NoUsage
400,bibarel,normal,water,simple,unaware,  MOODY ,79,85,60,55,60,71,410,False,False,generation-iv,NoUsage,NoUsage,NoUsage,NoUsage,-,NoUsage
401,kricketot,bug,  NO_TYPE ,  SHED-SKIN ,N/A,run-away,37,25,41,25,41,25,194,False,False,generation-iv,no usage,-,0.0,zero,NoUsage,   
402,kricketune,bug,No_type,swarm,no-ability,technician,77,85,51,55,51,65,384,False,False,generation-iv,NoUsage,0.0,0.0,NoUsage,NoUsage,NULL
403,shinx   ,electric,No_type,rivalry,intimidate   ,guts,45,65,34,40,34,45,263,False,False,generation-iv,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage
404,luxio,electric,No_type,rivalry,intimidate,guts,60,85,49,60,49,60,363,False,False,generation-iv,0.0,zero,0.0,NoUsage,NoUsage,no usage
405,luxray,electric,no_type   ,rivalry,intimidate,guts,80,120,79,95,79,70,523,False,False,generation-iv,0.01722,0.03165,0.00736,NoUsage,zero,NO
406,  BUDEW ,grass,  POISON ,natural-cure,poison-point   ,leaf-guard,40,30,35,50,70,55,280,False,False,generation-iv,NULL,NO,NoUsage,NULL,NoUsage,NoUsage
407,roserade,grass,poison,natural-cure,poison-point,technician,60,70,65,125,105,90,515,False,False,GEN_iv,9e-05,NoUsage,NoUsage,NoUsage,NULL,no usage
408,cranidos,rock,no_type   ,  MOLD-BREAKER ,no-ability,sheer-force   ,67,125,40,30,30,58,350,False,False,generation-iv,NoUsage,none,NULL,NoUsage,NoUsage,NoUsage
409,rampardos   ,  ROCK ,no_type   ,mold-breaker,N/A,sheer-force,97,165,60,65,50,58,495,False,False,generation-iv,NoUsage,NULL,0.13404,NO,NoUsage,no usage
410,shieldon,rock   ,steel,sturdy,n/a   ,soundproof,30,42,118,42,88,30,350,False,False,generation -   iv,no usage,NoUsage,0.0,NoUsage,-,NoUsage
411,  BASTIODON ,rock,steel,sturdy,sem_habilidade,soundproof,60,52,168,47,138,30,495,False,False,generation-iv,-,N/A,0.04438,NoUsage,NoUsage,   
412,burmy,bug   ,No_type,shed-skin   ,no-ability,overcoat,40,29,45,29,45,36,224,False,False,generation-iv,none,no usage,NO,NO,NoUsage,NoUsage
413,wormadam-plant,bug,grass   ,anticipation,NULL,overcoat,60,59,85,79,105,36,424,False,False,generation-iv,NoUsage,NoUsage,NO,   ,NoUsage,NoUsage
413,  WORMADAM-SANDY ,bug   ,ground,anticipation,no_ability   ,overcoat,60,79,105,59,85,36,424,False,False,generation-iv,NO,NoUsage,NoUsage,NoUsage,NULL,NoUsage
413,wormadam-trash,bug,steel,anticipation,sem_habilidade,overcoat,60,69,95,69,95,36,424,False,False,generation-iv,NoUsage,NoUsage,NoUsage,NULL,NoUsage,no usage
414,mothim,bug,flying,swarm,no-ability,tinted-lens,70,94,50,94,50,66,424,False,False,generation-iv,   ,NoUsage,NoUsage,NoUsage,NULL,NoUsage
415,combee,  BUG ,flying,  HONEY-GATHER ,NULL,hustle,30,30,42,30,42,70,244,False,False,generation-iv,NO,0.0,0.0,NoUsage,NoUsage,NoUsage
416,  VESPIQUEN ,bug,flying,pressure,      ,  UNNERVE ,70,80,102,80,102,40,474,False,False,generation-iv,0.0,0.0,2e-05,zero,NULL,NULL
417,pachirisu,electric,No_type,run-away,pickup,volt-absorb,60,45,70,45,90,95,405,False,False,generation-iv,NoUsage,0.03379,0.01436,NoUsage,NoUsage,-
418,buizel,water   ,  NO_TYPE ,swift-swim,none   ,water-veil,55,65,35,60,30,85,330,False,False,GEN_iv,NoUsage,0.0,none,NoUsage,-,-
419,floatzel,water   ,No_type,swift-swim,no-ability,water-veil,85,105,55,85,50,115,495,False,False,generation-iv,NoUsage,0.28577,0.0029,no usage,NoUsage,NoUsage
420,cherubi,grass   ,No_type,chlorophyll   ,   ,None ,45,35,45,62,53,35,275,False,False,generation-iv,0.0,NoUsage,   ,NoUsage,NoUsage,   
421,cherrim,grass,no_type   ,flower-gift,N/A,  NONE  ,70,60,70,87,78,85,450,False,False,generation-iv,0.05737,NoUsage,NoUsage,NoUsage,   ,NoUsage
422,shellos,water,No_type,sticky-hold,storm-drain,  SAND-FORCE ,76,48,48,57,62,34,325,False,False,generation-iv,0.0,0.0,0.0,NoUsage,NoUsage,none
423,gastrodon-west   ,water   ,ground,sticky-hold,storm-drain,sand-force,111,83,68,92,82,39,475,False,False,GEN_iv,9.82964,9.17612,11.50757,5.52,0.56,0.78
423,gastrodon-east   ,water,ground   ,sticky-hold   ,storm-drain,sand-force,111,83,68,92,82,39,475,False,False,generation-iv,7.82964,5.17612,0.50757,11.26,0.9,0.97
424,ambipom,normal,No_type,technician,pickup   ,skill-link,75,100,66,60,66,115,482,False,False,generation-iv,NoUsage,0.09074,0.01539,-,NoUsage,0.05
425,drifloon,ghost,flying,aftermath,unburden,flare-boost,90,50,34,60,44,70,348,False,False,GERAÇAO-IV,   ,NULL,0.0,NoUsage,no usage,NoUsage
426,drifblim,ghost,flying,aftermath,unburden,flare-boost,150,80,44,90,54,80,498,False,False,GEN_iv,0.09765,NULL,0.36885,NoUsage,NO,0.58
427,buneary,normal,No_type,run-away,klutz,limber,55,66,44,44,56,85,350,False,False,generation-iv,none,no usage,NoUsage,N/A,NoUsage,NoUsage
428,  LOPUNNY ,normal,No_type,  CUTE-CHARM ,klutz,  LIMBER ,65,76,84,54,96,105,480,False,False,generation-iv,0.0,NoUsage,   ,   ,NoUsage,NoUsage
428,lopunny-mega   ,normal,fighting   ,scrappy,none   ,None ,65,136,94,54,96,135,580,False,False,generation -   iv,NoUsage,N/A,NoUsage,NoUsage,none,NoUsage
429,mismagius,ghost,no_type   ,levitate   ,NULL,None ,60,60,60,105,105,105,495,False,False,generation-iv,NoUsage,0.05532,0.00167,NoUsage,   ,NoUsage
430,  HONCHKROW ,dark,flying   ,insomnia   ,  SUPER-LUCK ,  MOXIE ,100,125,52,105,52,71,505,False,False,generation-iv,N/A,0.00727,0.00165,NoUsage,none,   
431,glameow,normal,No_type,limber,own-tempo,keen-eye,49,55,42,42,37,85,310,False,False,generation-iv,NoUsage,NoUsage,N/A,NoUsage,   ,NULL
432,purugly,normal,No_type,  THICK-FAT ,own-tempo,defiant,71,82,64,64,59,112,452,False,False,generation-iv,no usage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
433,chingling,psychic,  NO_TYPE ,levitate,null   ,  NONE  ,45,30,50,65,50,45,285,False,False,GEN_iv,NoUsage,0.0,zero,NULL,NoUsage,NoUsage
434,stunky,poison,dark,  STENCH ,aftermath,keen-eye   ,63,63,47,41,41,74,329,False,False,generation-iv,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage
435,skuntank,poison,dark,stench,  AFTERMATH ,  KEEN-EYE ,103,93,67,71,61,84,479,False,False,generation-iv,N/A,0.00958,0.0,zero,NoUsage,NoUsage
436,bronzor,steel,psychic,levitate,heatproof,  HEAVY-METAL ,57,24,86,24,86,23,300,False,False,generation-iv,0.0,0.0,0.0,NoUsage,NoUsage,zero
437,bronzong,steel,psychic,levitate,heatproof,heavy-metal   ,67,89,116,79,116,33,500,False,False,generation -   iv,0.80839,0.37017,0.37422,1.33,0.09,0.13
438,bonsly,rock,No_type,  STURDY ,rock-head,rattled,50,80,95,10,45,10,290,False,False,generation-iv,   ,N/A,0.0,NoUsage,NoUsage,zero
439,mime-jr,psychic,fairy,soundproof,filter,technician,20,25,45,70,90,60,310,False,False,generation-iv,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
440,happiny,normal,No_type,  NATURAL-CURE ,serene-grace,friend-guard,100,5,5,15,65,30,220,False,False,generation-iv,0.0,0.0,none,no usage,no usage,NoUsage
441,chatot   ,normal,flying,keen-eye   ,tangled-feet   ,  BIG-PECKS ,76,65,45,92,42,91,411,False,False,GEN_iv,NO,zero,NoUsage,   ,NoUsage,-
442,spiritomb,ghost,dark,pressure,No_ability,  INFILTRATOR ,50,92,108,92,108,35,485,False,False,generation-iv,0.0013,0.22041,0.00867,NULL,NoUsage,NoUsage
443,gible,dragon,ground   ,  SAND-VEIL ,No_ability,rough-skin,58,70,45,40,45,42,300,False,False,generation-iv,0.0,0.0,0.0,NoUsage,none,NoUsage
444,gabite,dragon,ground   ,sand-veil,   ,rough-skin,68,90,65,50,55,82,410,False,False,generation -   iv,N/A,N/A,0.0,zero,NoUsage,NoUsage
445,garchomp,dragon,  GROUND ,sand-veil,  N/A ,rough-skin,108,130,95,80,85,102,600,False,False,generation-iv,0.26759,7.23997,0.20464,0.14,0.11,16.46
445,garchomp-mega,dragon,ground,sand-force,n/a   ,  NONE  ,108,170,115,120,95,92,700,False,False,generation-iv,NoUsage,NoUsage,no usage,   ,NoUsage,NoUsage
446,munchlax   ,normal   ,No_type,pickup,thick-fat,gluttony,135,85,40,40,85,5,390,False,False,generation-iv,no usage,0.00032,0.00059,none,N/A,NoUsage
447,riolu,fighting,  NO_TYPE ,steadfast,inner-focus   ,prankster,40,70,40,35,40,60,285,False,False,GERAÇAO-IV,0.21937,0.0,0.05794,0.04,zero,NoUsage
448,lucario,  FIGHTING ,steel,steadfast,inner-focus,justified,70,110,70,115,70,90,525,False,False,generation-iv,0.01006,0.08553,0.05454,no usage,NoUsage,0.04
448,lucario-mega,fighting,steel,adaptability,      ,None ,70,145,88,140,70,112,625,False,False,generation-iv,N/A,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
449,  HIPPOPOTAS ,ground   ,No_type,  SAND-STREAM ,   ,sand-force,68,72,78,38,42,32,330,False,False,generation-iv,0.0,0.0,zero,NoUsage,zero,NoUsage
450,hippowdon,ground,No_type,  SAND-STREAM ,   ,sand-force,108,112,118,68,72,47,525,False,False,generation-iv,0.00233,0.02647,0.00792,NoUsage,NULL,0.05
451,skorupi   ,poison,bug,battle-armor,sniper,keen-eye,40,50,90,30,55,65,330,False,False,generation-iv,0.0,NULL,none,-,NoUsage,NoUsage
452,drapion,  POISON ,dark,battle-armor,  SNIPER ,keen-eye,70,90,110,60,75,95,500,False,False,GEN_iv,0.01102,NoUsage,NoUsage,NoUsage,NoUsage,-
453,croagunk,poison,fighting,  ANTICIPATION ,  DRY-SKIN ,poison-touch,48,61,40,61,40,50,300,False,False,generation-iv,   ,0.0,0.0,NoUsage,NoUsage,no usage
454,toxicroak,poison,fighting,anticipation,dry-skin,poison-touch,83,106,65,86,65,85,490,False,False,GEN_iv,0.0002,0.0,0.05087,NoUsage,NoUsage,0.04
455,carnivine,grass,No_type,levitate,none   ,None ,74,100,72,90,72,46,454,False,False,generation-iv,-,NoUsage,zero,NoUsage,NoUsage,NoUsage
456,finneon,water,No_type,swift-swim,storm-drain,water-veil,49,49,56,49,61,66,330,False,False,GEN_iv,NO,none,-,NoUsage,NoUsage,NoUsage
457,lumineon,water   ,  NO_TYPE ,swift-swim,storm-drain,water-veil,69,69,76,69,86,91,460,False,False,generation-iv,N/A,0.0063,0.01829,zero,NoUsage,NoUsage
458,mantyke,water,flying,swift-swim   ,  WATER-ABSORB ,water-veil,45,20,50,60,120,50,345,False,False,generation-iv,NO,N/A,NoUsage,NoUsage,NoUsage,NoUsage
459,snover,grass,ice,snow-warning,   ,soundproof,60,62,50,62,60,40,334,False,False,generation -   iv,0.0,0.0,0.0,NoUsage,-,NoUsage
460,abomasnow,grass,ice,snow-warning   ,  NO-ABILITY ,soundproof,90,92,75,92,85,60,494,False,False,GEN_iv,0.02136,1.62952,0.06627,NoUsage,0.19,NoUsage
460,abomasnow-mega,grass,ice,snow-warning,sem_habilidade,none    ,90,132,105,132,105,30,594,False,False,generation -   iv,NO,NoUsage,NoUsage,NoUsage,NoUsage,N/A
461,  WEAVILE ,  DARK ,  ICE ,pressure,no-ability,pickpocket,70,120,65,45,85,125,510,False,False,generation-iv,0.08566,0.03885,0.03702,0.19,no usage,0.2
462,magnezone,  ELECTRIC ,steel,magnet-pull,sturdy,analytic   ,70,70,115,130,90,60,535,False,False,generation-iv,0.02556,0.53674,0.00722,NoUsage,N/A,NoUsage
463,  LICKILICKY ,normal,No_type,own-tempo,oblivious   ,cloud-nine,110,85,95,80,95,50,515,False,False,GEN_iv,   ,N/A,NoUsage,NoUsage,NULL,NoUsage
464,rhyperior,  GROUND ,rock   ,  LIGHTNING-ROD ,solid-rock,reckless,115,140,130,55,55,40,535,False,False,GERAÇAO-IV,0.17852,NoUsage,0.37764,0.1,NoUsage,NoUsage
465,tangrowth,grass,no_type   ,chlorophyll,leaf-guard,regenerator,100,100,125,110,50,50,535,False,False,generation-iv,0.00883,NoUsage,NULL,0.04,zero,NoUsage
466,electivire,electric,No_type,motor-drive,  NONE ,  VITAL-SPIRIT ,75,123,67,95,85,95,540,False,False,generation -   iv,0.00107,NoUsage,0.03329,0.04,NoUsage,NoUsage
467,magmortar,fire   ,no_type   ,flame-body,none   ,vital-spirit   ,75,95,67,125,95,83,540,False,False,generation-iv,0.0,NoUsage,0.04367,N/A,   ,NULL
468,togekiss   ,fairy,flying,hustle,serene-grace,super-luck,85,50,95,120,115,80,545,False,False,generation-iv,0.84174,NULL,zero,NoUsage,NoUsage,NoUsage
469,yanmega,bug,  FLYING ,  SPEED-BOOST ,tinted-lens,frisk,86,76,86,116,56,95,515,False,False,generation-iv,NoUsage,0.01989,0.00995,NoUsage,zero,0.29
470,leafeon,grass,  NO_TYPE ,  LEAF-GUARD ,NULL,chlorophyll,65,110,130,60,65,95,525,False,False,GEN_iv,0.0,0.02129,0.00301,none,NoUsage,NO
471,  GLACEON ,ice,No_type,snow-cloak,  NULL ,ice-body,65,60,110,130,95,65,525,False,False,generation-iv,0.00946,0.10547,0.03176,   ,0.15,0.05
472,gliscor,ground   ,flying,hyper-cutter,  SAND-VEIL ,poison-heal,75,95,125,45,75,95,510,False,False,generation-iv,NoUsage,0.264,0.01988,NoUsage,NoUsage,0.16
473,mamoswine,ice,ground,oblivious   ,snow-cloak,thick-fat,110,130,80,70,60,80,530,False,False,generation-iv,1.53715,0.54666,0.14194,0.06,0.09,0.05
474,porygon-z   ,normal,No_type,adaptability,download,analytic,85,80,70,135,75,90,535,False,False,generation-i,0.01407,NoUsage,0.06244,NoUsage,NoUsage,0.07
475,  GALLADE ,psychic,fighting,  STEADFAST ,sharpness,justified,68,125,65,65,115,80,518,False,False,generation-iv,0.00619,0.57841,1.02223,NoUsage,0.67,2.9
475,gallade-mega   ,psychic,fighting,inner-focus,none   ,none    ,68,165,95,65,115,110,618,False,False,generation-iv,NoUsage,-,N/A,NoUsage,NoUsage,NoUsage
476,  PROBOPASS ,rock,steel,sturdy,magnet-pull,sand-force,60,55,145,75,150,40,525,False,False,generation-iv,NoUsage,0.0282,0.00124,NoUsage,NoUsage,NoUsage
477,  DUSKNOIR ,ghost,  NO_TYPE ,pressure,   ,frisk,45,100,135,65,135,45,525,False,False,generation-iv,0.00194,0.0336,0.00104,NoUsage,NoUsage,NoUsage
478,froslass,ice,ghost,snow-cloak,NULL,cursed-body,70,80,70,80,70,110,480,False,False,GERAÇAO-IV,0.00326,0.01308,0.00909,NoUsage,NoUsage,NoUsage
479,rotom,electric,ghost   ,levitate   ,null   ,None ,50,50,77,95,77,91,440,False,False,GEN_iv,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage
479,  ROTOM-HEAT ,electric   ,  FIRE ,levitate   ,N/A,None ,50,65,107,105,107,86,520,False,False,generation-iv,3.29645,0.70774,0.00974,1.0,NoUsage,0.07
479,rotom-wash,  ELECTRIC ,  WATER ,levitate,  NONE ,None ,50,65,107,105,107,86,520,False,False,generation-iv,0.56745,1.68778,0.07079,NoUsage,zero,0.16
479,rotom-frost,electric,  ICE ,levitate,no-ability,None ,50,65,107,105,107,86,520,False,False,generation-iv,0.0,0.11637,0.00079,NoUsage,NO,N/A
479,rotom-fan,electric,flying   ,levitate,No_ability,None ,50,65,107,105,107,86,520,False,False,generation-iv,no usage,0.00023,1e-05,no usage,NoUsage,NoUsage
479,rotom-mow,electric,grass,levitate   ,   ,None ,50,65,107,105,107,86,520,False,False,GEN_iv,0.05405,0.11693,0.00534,NoUsage,none,NoUsage
480,uxie,psychic,No_type,levitate,none,None ,75,75,130,75,130,95,580,True,False,generation -   iv,NO,0.19074,0.01742,NoUsage,-,NoUsage
481,mesprit,psychic,No_type,levitate,no-ability   ,None ,80,105,105,105,105,80,580,True,False,generation-iv,0.0,0.06297,0.0014,NoUsage,NoUsage,NoUsage
482,azelf,psychic,No_type,levitate,No_ability,None ,75,125,70,125,70,115,580,True,False,generation-iv,0.00188,0.14736,0.01523,0.06,0.07,NoUsage
483,dialga   ,steel,dragon,pressure,sem_habilidade,  TELEPATHY ,100,120,120,150,100,90,680,True,False,generation-iv,4.95032,NoUsage,0.03591,2.97,NoUsage,NoUsage
483,dialga-origin,steel,dragon,pressure   ,no_ability   ,telepathy,100,100,120,150,120,90,680,True,False,generation-iv,NO,NULL,0.76042,NoUsage,NULL,NULL
484,palkia,  WATER ,dragon,pressure,NULL,telepathy,90,120,100,150,120,100,680,True,False,generation-iv,5.19095,NoUsage,0.06952,10.18,NoUsage,-
484,palkia-origin,water,dragon,pressure,   ,telepathy,90,100,100,150,120,120,680,True,False,generation-iv,zero,NoUsage,0.21694,NoUsage,NoUsage,NoUsage
485,heatran,fire   ,steel,flash-fire,none,flame-body,91,90,106,130,106,77,600,True,False,generation-iv,0.02119,29.74608,1.86175,NoUsage,30.06,NoUsage
486,regigigas   ,normal,no_type   ,slow-start,No_ability,None ,110,160,110,80,110,100,670,True,False,GEN_iv,1.12698,NoUsage,0.17347,0.83,NoUsage,NoUsage
487,giratina,ghost,dragon,pressure,  NO_ABILITY ,  TELEPATHY ,150,100,120,100,120,90,680,True,False,generation-iv,0.07543,NoUsage,0.04594,0.04,NoUsage,NoUsage
487,  GIRATINA-ORIGIN ,ghost,dragon,levitate,N/A,None ,150,120,100,120,100,90,680,True,False,generation-iv,0.10871,NULL,0.10395,0.04,-,zero
488,cresselia,psychic,No_type,levitate,None,None ,120,70,110,75,120,85,580,True,False,generation -   iv,0.06466,23.75665,4.16931,NoUsage,7.89,NoUsage
489,phione,water,No_type,hydration,N/A,None ,80,80,80,80,80,80,480,False,True,generation-iv,NO,NoUsage,   ,NoUsage,NoUsage,NoUsage
490,manaphy   ,water,No_type,hydration,No_ability,None ,100,100,100,100,100,100,600,False,True,generation-iv,-,none,NoUsage,NoUsage,NoUsage,NoUsage
491,darkrai,  DARK ,No_type,bad-dreams,N/A,None ,70,90,90,135,90,125,600,False,True,generation-iv,NoUsage,NoUsage,   ,-,none,NoUsage
492,shaymin-land,grass   ,No_type,natural-cure,None,  NONE  ,100,100,100,100,100,100,600,False,True,generation-iv,NoUsage,NoUsage,N/A,NoUsage,NoUsage,NoUsage
492,shaymin-sky,grass   ,flying,serene-grace,  NO-ABILITY ,None ,100,103,75,120,75,127,600,False,True,generation-iv,NoUsage,NoUsage,NoUsage,   ,NoUsage,N/A
493,arceus   ,normal,No_type,multitype,None,none    ,120,120,120,120,120,120,720,False,True,generation-iv,NoUsage,NoUsage,NoUsage,no usage,NoUsage,NoUsage
494,victini,psychic,fire,victory-star,  NONE ,None ,100,100,100,100,100,100,600,False,True,generation-v,NULL,zero,NoUsage,no usage,   ,zero
495,snivy,  GRASS ,No_type,overgrow,  NONE ,contrary,45,45,55,45,55,63,308,False,False,generation-v,N/A,NoUsage,0.0,   ,NoUsage,NoUsage
496,servine   ,grass,No_type,overgrow,N/A,  CONTRARY ,60,60,75,60,75,83,413,False,False,generation-v,NoUsage,-,0.0,no usage,NoUsage,NoUsage
497,serperior,grass,No_type,overgrow,   ,contrary,75,75,95,75,95,113,528,False,False,generation-v,NoUsage,-,0.34286,N/A,NoUsage,0.07
498,tepig,fire,No_type,blaze,no_ability   ,thick-fat,65,63,45,45,45,45,308,False,False,generation-v,NoUsage,NoUsage,-,NoUsage,NoUsage,NoUsage
